,Species,Spacing (m),Yield Class,Management,Period (year),Carbon Standing (tCO2e/ ha/yr),Debris (tCO2e/ha/yr),Total (tCO2/ha/yr),Cumulative       in-period (tCO2e/ha/ 5yr period),Cum. Biomass Sequestrn (tCO2e/ha),Cum. Emis. Ongoing Mgmt (tCO2e/ha),Cumulative Total Sequestrn (tCO2e/ha),Removed from Forest (tCO2e/ha/yr)
SP1.404NO_thin140,SP ,1.4,4,NO_thin,140-145,0.54,-0.15,0.39,1.9,549.3,0.00,549.3,0.00
SP1.404NO_thin145,SP ,1.4,4,NO_thin,145-150,0.63,-0.13,0.50,2.5,551.8,0.00,551.8,0.00
SP1.404NO_thin150,SP ,1.4,4,NO_thin,150-155,0.49,-0.11,0.38,1.9,553.7,0.00,553.7,0.00
SP1.404NO_thin155,SP ,1.4,4,NO_thin,155-160,0.42,-0.06,0.36,1.8,555.5,0.00,555.5,0.00
SP1.404NO_thin160,SP ,1.4,4,NO_thin,160-165,0.38,-0.09,0.30,1.5,557.0,0.00,557.0,0.00
SP1.404NO_thin165,SP ,1.4,4,NO_thin,165-170,0.30,-0.08,0.22,1.1,558.1,0.00,558.1,0.00
SP1.404NO_thin170,SP ,1.4,4,NO_thin,170-175,0.27,-0.07,0.20,1.0,559.1,0.00,559.1,0.00
SP1.404NO_thin175,SP ,1.4,4,NO_thin,175-180,0.22,-0.06,0.17,0.8,560.0,0.00,560.0,0.00
SP1.404NO_thin180,SP ,1.4,4,NO_thin,180-185,0.21,-0.05,0.16,0.8,560.8,0.00,560.8,0.00
SP1.404NO_thin185,SP ,1.4,4,NO_thin,185-190,0.17,-0.04,0.13,0.6,561.4,0.00,561.4,0.00
SP1.404NO_thin190,SP ,1.4,4,NO_thin,190-195,0.15,-0.03,0.12,0.6,562.0,0.00,562.0,0.00
SP1.404NO_thin195,SP ,1.4,4,NO_thin,195-200,0.12,-0.03,0.09,0.5,562.5,0.00,562.5,0.00
SP1.404Thinned000,SP ,1.4,4,Thinned,  0-5,0.01,0.12,0.14,0.7,0.7,0.00,0.7,0.00
SP1.404Thinned005,SP ,1.4,4,Thinned,  5-10,0.04,0.15,0.19,1.0,1.7,0.00,1.7,0.00
SP1.404Thinned010,SP ,1.4,4,Thinned, 10-15,0.13,0.15,0.29,1.4,3.1,0.00,3.1,0.00
SP1.404Thinned015,SP ,1.4,4,Thinned, 15-20,0.41,0.15,0.56,2.8,5.9,0.00,5.9,0.00
SP1.404Thinned020,SP ,1.4,4,Thinned, 20-25,1.25,0.15,1.41,7.0,12.9,0.00,12.9,0.00
SP1.404Thinned025,SP ,1.4,4,Thinned, 25-30,3.83,0.15,3.98,19.9,32.8,0.00,32.8,0.00
SP1.404Thinned030,SP ,1.4,4,Thinned, 30-35,11.68,0.15,11.83,59.2,92.0,0.00,92.0,0.00
SP1.404Thinned035,SP ,1.4,4,Thinned, 35-40,8.74,5.80,14.54,72.7,164.7,-0.12,164.6,7.00
SP1.404Thinned040,SP ,1.4,4,Thinned, 40-45,0.14,-0.39,-0.25,-1.3,163.4,-0.21,163.2,4.78
SP1.404Thinned045,SP ,1.4,4,Thinned, 45-50,2.65,0.59,3.24,16.2,179.6,-0.42,179.2,1.57
SP1.404Thinned050,SP ,1.4,4,Thinned, 50-55,2.93,2.07,5.00,25.0,204.6,-0.55,204.0,0.95
SP1.404Thinned055,SP ,1.4,4,Thinned, 55-60,3.86,0.72,4.58,22.9,227.5,-0.74,226.8,1.38
SP1.404Thinned060,SP ,1.4,4,Thinned, 60-65,3.79,0.40,4.19,21.0,248.5,-0.92,247.5,1.31
SP1.404Thinned065,SP ,1.4,4,Thinned, 65-70,3.63,-1.11,2.52,12.6,261.1,-1.18,259.9,1.83
SP1.404Thinned070,SP ,1.4,4,Thinned, 70-75,2.94,-1.27,1.67,8.4,269.4,-1.44,268.0,1.90
SP1.404Thinned075,SP ,1.4,4,Thinned, 75-80,2.63,-0.76,1.87,9.3,278.8,-1.69,277.1,1.84
SP1.404Thinned080,SP ,1.4,4,Thinned, 80-85,2.41,-0.70,1.71,8.6,287.3,-1.94,285.4,1.80
SP1.404Thinned085,SP ,1.4,4,Thinned, 85-90,2.90,-0.46,2.44,12.2,299.5,-2.13,297.4,1.35
SP1.404Thinned090,SP ,1.4,4,Thinned, 90-95,2.54,-0.89,1.66,8.3,307.8,-2.30,305.5,1.19
SP1.404Thinned095,SP ,1.4,4,Thinned, 95-100,2.55,-0.79,1.76,8.8,316.6,-2.41,314.2,0.79
SP1.404Thinned100,SP ,1.4,4,Thinned,100-105,2.59,-0.87,1.72,8.6,325.2,-2.49,322.7,0.66
SP1.404Thinned105,SP ,1.4,4,Thinned,105-110,2.12,-0.52,1.60,8.0,333.2,-2.55,330.7,0.41
SP1.404Thinned110,SP ,1.4,4,Thinned,110-115,2.12,-0.14,1.97,9.9,343.1,-2.58,340.5,0.21
SP1.404Thinned115,SP ,1.4,4,Thinned,115-120,1.78,-0.25,1.53,7.7,350.7,-2.61,348.1,0.22
SP1.404Thinned120,SP ,1.4,4,Thinned,120-125,1.85,-0.24,1.61,8.0,358.8,-2.61,356.2,0.00
SP1.404Thinned125,SP ,1.4,4,Thinned,125-130,1.75,-0.11,1.64,8.2,367.0,-2.61,364.4,0.00
SP1.404Thinned130,SP ,1.4,4,Thinned,130-135,1.33,-0.04,1.29,6.5,373.4,-2.61,370.8,0.00
SP1.404Thinned135,SP ,1.4,4,Thinned,135-140,1.10,0.00,1.10,5.5,378.9,-2.61,376.3,0.00
SP1.404Thinned140,SP ,1.4,4,Thinned,140-145,1.10,0.02,1.12,5.6,384.5,-2.61,381.9,0.00
SP1.404Thinned145,SP ,1.4,4,Thinned,145-150,0.85,0.02,0.88,4.4,388.9,-2.61,386.3,0.00
SP1.404Thinned150,SP ,1.4,4,Thinned,150-155,0.77,0.02,0.79,4.0,392.9,-2.61,390.2,0.00
SP1.404Thinned155,SP ,1.4,4,Thinned,155-160,0.59,0.02,0.60,3.0,395.9,-2.61,393.3,0.00
SP1.404Thinned160,SP ,1.4,4,Thinned,160-165,0.57,0.02,0.58,2.9,398.8,-2.61,396.2,0.00
SP1.404Thinned165,SP ,1.4,4,Thinned,165-170,0.43,0.01,0.44,2.2,401.0,-2.61,398.4,0.00
SP1.404Thinned170,SP ,1.4,4,Thinned,170-175,0.51,0.01,0.52,2.6,403.6,-2.61,401.0,0.00
SP1.404Thinned175,SP ,1.4,4,Thinned,175-180,0.32,0.01,0.33,1.6,405.3,-2.61,402.6,0.00
SP1.404Thinned180,SP ,1.4,4,Thinned,180-185,0.27,0.01,0.28,1.4,406.7,-2.61,404.1,0.00
SP1.404Thinned185,SP ,1.4,4,Thinned,185-190,0.23,0.01,0.24,1.2,407.9,-2.61,405.3,0.00
SP1.404Thinned190,SP ,1.4,4,Thinned,190-195,0.21,0.01,0.21,1.1,408.9,-2.61,406.3,0.00
SP1.404Thinned195,SP ,1.4,4,Thinned,195-200,0.17,0.01,0.18,0.9,409.8,-2.61,407.2,0.00
SP1.406NO_thin000,SP ,1.4,6,NO_thin,  0-5,0.08,0.16,0.25,1.2,1.2,0.00,1.2,0.00
SP1.406NO_thin005,SP ,1.4,6,NO_thin,  5-10,0.26,0.20,0.46,2.3,3.5,0.00,3.5,0.00
SP1.406NO_thin010,SP ,1.4,6,NO_thin, 10-15,0.79,0.20,0.99,4.9,8.5,0.00,8.5,0.00
SP1.406NO_thin015,SP ,1.4,6,NO_thin, 15-20,2.40,0.20,2.60,13.0,21.5,0.00,21.5,0.00
SP1.406NO_thin020,SP ,1.4,6,NO_thin, 20-25,7.33,0.20,7.53,37.7,59.1,0.00,59.1,0.00
SP1.406NO_thin025,SP ,1.4,6,NO_thin, 25-30,19.89,0.43,20.32,101.6,160.7,0.00,160.7,0.00
SP1.406NO_thin030,SP ,1.4,6,NO_thin, 30-35,20.28,0.84,21.13,105.6,266.4,0.00,266.4,0.00
SP1.406NO_thin035,SP ,1.4,6,NO_thin, 35-40,6.94,0.64,7.58,37.9,304.3,0.00,304.3,0.00
SP1.406NO_thin040,SP ,1.4,6,NO_thin, 40-45,7.12,3.97,11.08,55.4,359.7,0.00,359.7,0.00
SP1.406NO_thin045,SP ,1.4,6,NO_thin, 45-50,5.86,2.24,8.10,40.5,400.2,0.00,400.2,0.00
SP1.406NO_thin050,SP ,1.4,6,NO_thin, 50-55,6.33,0.95,7.28,36.4,436.6,0.00,436.6,0.00
SP1.406NO_thin055,SP ,1.4,6,NO_thin, 55-60,6.66,0.34,7.01,35.0,471.6,0.00,471.6,0.00
SP1.406NO_thin060,SP ,1.4,6,NO_thin, 60-65,6.47,-0.07,6.40,32.0,503.6,0.00,503.6,0.00
SP1.406NO_thin065,SP ,1.4,6,NO_thin, 65-70,6.25,-0.27,5.97,29.9,533.5,0.00,533.5,0.00
SP1.406NO_thin070,SP ,1.4,6,NO_thin, 70-75,5.85,-0.35,5.49,27.5,560.9,0.00,560.9,0.00
SP1.406NO_thin075,SP ,1.4,6,NO_thin, 75-80,5.25,0.67,5.92,29.6,590.5,0.00,590.5,0.00
SP1.406NO_thin080,SP ,1.4,6,NO_thin, 80-85,4.40,-0.78,3.62,18.1,608.6,0.00,608.6,0.00
SP1.406NO_thin085,SP ,1.4,6,NO_thin, 85-90,3.88,-0.92,2.96,14.8,623.4,0.00,623.4,0.00
SP1.406NO_thin090,SP ,1.4,6,NO_thin, 90-95,3.36,-0.30,3.06,15.3,638.7,0.00,638.7,0.00
SP1.406NO_thin095,SP ,1.4,6,NO_thin, 95-100,2.89,-0.84,2.05,10.3,649.0,0.00,649.0,0.00
SP1.406NO_thin100,SP ,1.4,6,NO_thin,100-105,2.35,-0.66,1.68,8.4,657.4,0.00,657.4,0.00
SP1.406NO_thin105,SP ,1.4,6,NO_thin,105-110,2.05,-0.59,1.45,7.3,664.7,0.00,664.7,0.00
SP1.406NO_thin110,SP ,1.4,6,NO_thin,110-115,1.77,-0.46,1.32,6.6,671.2,0.00,671.2,0.00
SP1.406NO_thin115,SP ,1.4,6,NO_thin,115-120,1.52,-0.35,1.17,5.9,677.1,0.00,677.1,0.00
SP1.406NO_thin120,SP ,1.4,6,NO_thin,120-125,1.30,-0.18,1.12,5.6,682.7,0.00,682.7,0.00
SP1.406NO_thin125,SP ,1.4,6,NO_thin,125-130,1.10,-0.26,0.84,4.2,686.9,0.00,686.9,0.00
SP1.406NO_thin130,SP ,1.4,6,NO_thin,130-135,1.02,-0.22,0.80,4.0,690.9,0.00,690.9,0.00
SP1.406NO_thin135,SP ,1.4,6,NO_thin,135-140,0.81,0.00,0.82,4.1,695.0,0.00,695.0,0.00
SP1.406NO_thin140,SP ,1.4,6,NO_thin,140-145,0.70,-0.20,0.49,2.5,697.4,0.00,697.4,0.00
SP1.406NO_thin145,SP ,1.4,6,NO_thin,145-150,0.66,-0.18,0.48,2.4,699.8,0.00,699.8,0.00
SP1.406NO_thin150,SP ,1.4,6,NO_thin,150-155,0.55,-0.16,0.39,1.9,701.8,0.00,701.8,0.00
SP1.406NO_thin155,SP ,1.4,6,NO_thin,155-160,0.47,-0.13,0.34,1.7,703.5,0.00,703.5,0.00
SP1.406NO_thin160,SP ,1.4,6,NO_thin,160-165,0.42,-0.01,0.41,2.0,705.5,0.00,705.5,0.00
SP1.406NO_thin165,SP ,1.4,6,NO_thin,165-170,0.34,-0.09,0.25,1.3,706.8,0.00,706.8,0.00
SP1.406NO_thin170,SP ,1.4,6,NO_thin,170-175,0.31,-0.08,0.23,1.2,707.9,0.00,707.9,0.00
SP1.406NO_thin175,SP ,1.4,6,NO_thin,175-180,0.24,-0.08,0.16,0.8,708.7,0.00,708.7,0.00
SP1.406NO_thin180,SP ,1.4,6,NO_thin,180-185,0.22,-0.07,0.15,0.8,709.5,0.00,709.5,0.00
SP1.406NO_thin185,SP ,1.4,6,NO_thin,185-190,0.20,-0.05,0.15,0.8,710.3,0.00,710.3,0.00
SP1.406NO_thin190,SP ,1.4,6,NO_thin,190-195,0.17,-0.03,0.13,0.7,710.9,0.00,710.9,0.00
SP1.406NO_thin195,SP ,1.4,6,NO_thin,195-200,0.13,-0.03,0.10,0.5,711.5,0.00,711.5,0.00
SP1.406Thinned000,SP ,1.4,6,Thinned,  0-5,0.08,0.16,0.25,1.2,1.2,0.00,1.2,0.00
SP1.406Thinned005,SP ,1.4,6,Thinned,  5-10,0.26,0.20,0.46,2.3,3.5,0.00,3.5,0.00
SP1.406Thinned010,SP ,1.4,6,Thinned, 10-15,0.79,0.20,0.99,4.9,8.5,0.00,8.5,0.00
SP1.406Thinned015,SP ,1.4,6,Thinned, 15-20,2.40,0.20,2.60,13.0,21.5,0.00,21.5,0.00
SP1.406Thinned020,SP ,1.4,6,Thinned, 20-25,7.33,0.20,7.53,37.7,59.1,0.00,59.1,0.00
SP1.406Thinned025,SP ,1.4,6,Thinned, 25-30,19.89,0.43,20.32,101.6,160.7,0.00,160.7,0.00
SP1.406Thinned030,SP ,1.4,6,Thinned, 30-35,2.51,4.53,7.04,35.2,196.0,-0.16,195.8,9.32
SP1.406Thinned035,SP ,1.4,6,Thinned, 35-40,1.10,-0.43,0.67,3.4,199.3,-0.27,199.1,6.24
SP1.406Thinned040,SP ,1.4,6,Thinned, 40-45,2.96,2.89,5.85,29.3,228.6,-0.51,228.1,1.72
SP1.406Thinned045,SP ,1.4,6,Thinned, 45-50,4.40,1.31,5.70,28.5,257.1,-0.83,256.3,2.31
SP1.406Thinned050,SP ,1.4,6,Thinned, 50-55,4.89,-0.30,4.59,23.0,280.0,-1.21,278.8,2.80
SP1.406Thinned055,SP ,1.4,6,Thinned, 55-60,4.76,-0.95,3.81,19.1,299.1,-1.62,297.5,2.92
SP1.406Thinned060,SP ,1.4,6,Thinned, 60-65,4.81,-0.70,4.11,20.5,319.7,-2.01,317.7,2.85
SP1.406Thinned065,SP ,1.4,6,Thinned, 65-70,4.01,-0.95,3.05,15.3,334.9,-2.43,332.5,3.06
SP1.406Thinned070,SP ,1.4,6,Thinned, 70-75,3.40,-0.45,2.95,14.8,349.7,-2.85,346.9,3.02
SP1.406Thinned075,SP ,1.4,6,Thinned, 75-80,2.49,-0.37,2.12,10.6,360.3,-3.28,357.0,3.10
SP1.406Thinned080,SP ,1.4,6,Thinned, 80-85,2.36,-0.04,2.32,11.6,371.9,-3.59,368.3,2.21
SP1.406Thinned085,SP ,1.4,6,Thinned, 85-90,2.60,-0.69,1.91,9.5,381.5,-3.88,377.6,2.11
SP1.406Thinned090,SP ,1.4,6,Thinned, 90-95,2.52,-0.62,1.89,9.5,390.9,-4.11,386.8,1.70
SP1.406Thinned095,SP ,1.4,6,Thinned, 95-100,2.42,-0.59,1.83,9.2,400.1,-4.29,395.8,1.29
SP1.406Thinned100,SP ,1.4,6,Thinned,100-105,1.84,-0.46,1.37,6.9,406.9,-4.43,402.5,0.99
SP1.406Thinned105,SP ,1.4,6,Thinned,105-110,1.49,-0.17,1.33,6.6,413.6,-4.52,409.1,0.66
SP1.406Thinned110,SP ,1.4,6,Thinned,110-115,1.53,-0.29,1.25,6.2,419.8,-4.60,415.2,0.59
SP1.406Thinned115,SP ,1.4,6,Thinned,115-120,1.51,-0.23,1.27,6.4,426.2,-4.66,421.5,0.45
SP1.406Thinned120,SP ,1.4,6,Thinned,120-125,1.37,-0.18,1.19,6.0,432.1,-4.71,427.4,0.35
SP1.406Thinned125,SP ,1.4,6,Thinned,125-130,1.30,-0.12,1.18,5.9,438.0,-4.75,433.3,0.27
SP1.406Thinned130,SP ,1.4,6,Thinned,130-135,1.15,-0.08,1.07,5.3,443.4,-4.78,438.6,0.20
SP1.406Thinned135,SP ,1.4,6,Thinned,135-140,1.05,-0.04,1.01,5.0,448.4,-4.80,443.6,0.16
SP1.406Thinned140,SP ,1.4,6,Thinned,140-145,1.10,-0.09,1.02,5.1,453.5,-4.80,448.7,0.00
SP1.406Thinned145,SP ,1.4,6,Thinned,145-150,0.94,-0.03,0.91,4.6,458.0,-4.80,453.2,0.00
SP1.406Thinned150,SP ,1.4,6,Thinned,150-155,0.80,0.00,0.80,4.0,462.0,-4.80,457.2,0.00
SP1.406Thinned155,SP ,1.4,6,Thinned,155-160,0.71,0.01,0.72,3.6,465.6,-4.80,460.8,0.00
SP1.406Thinned160,SP ,1.4,6,Thinned,160-165,0.60,0.01,0.61,3.0,468.6,-4.80,463.8,0.00
SP1.406Thinned165,SP ,1.4,6,Thinned,165-170,0.51,0.01,0.52,2.6,471.2,-4.80,466.4,0.00
SP1.406Thinned170,SP ,1.4,6,Thinned,170-175,0.44,0.01,0.45,2.3,473.5,-4.80,468.7,0.00
SP1.406Thinned175,SP ,1.4,6,Thinned,175-180,0.38,0.01,0.38,1.9,475.4,-4.80,470.6,0.00
SP1.406Thinned180,SP ,1.4,6,Thinned,180-185,0.32,0.01,0.33,1.6,477.0,-4.80,472.2,0.00
SP1.406Thinned185,SP ,1.4,6,Thinned,185-190,0.27,0.01,0.28,1.4,478.4,-4.80,473.6,0.00
SP1.406Thinned190,SP ,1.4,6,Thinned,190-195,0.23,0.01,0.24,1.2,479.6,-4.80,474.8,0.00
SP1.406Thinned195,SP ,1.4,6,Thinned,195-200,0.20,0.00,0.20,1.0,480.7,-4.80,475.9,0.00
SP1.408NO_thin000,SP ,1.4,8,NO_thin,  0-5,0.22,0.19,0.42,2.1,2.1,0.00,2.1,0.00
SP1.408NO_thin005,SP ,1.4,8,NO_thin,  5-10,0.68,0.24,0.92,4.6,6.7,0.00,6.7,0.00
SP1.408NO_thin010,SP ,1.4,8,NO_thin, 10-15,2.08,0.24,2.32,11.6,18.3,0.00,18.3,0.00
SP1.408NO_thin015,SP ,1.4,8,NO_thin, 15-20,6.36,0.24,6.59,33.0,51.3,0.00,51.3,0.00
SP1.408NO_thin020,SP ,1.4,8,NO_thin, 20-25,18.93,0.33,19.26,96.3,147.6,0.00,147.6,0.00
SP1.408NO_thin025,SP ,1.4,8,NO_thin, 25-30,24.65,0.93,25.58,127.9,275.5,0.00,275.5,0.00
SP1.408NO_thin030,SP ,1.4,8,NO_thin, 30-35,8.92,2.53,11.46,57.3,332.8,0.00,332.8,0.00
SP1.408NO_thin035,SP ,1.4,8,NO_thin, 35-40,8.26,4.27,12.53,62.7,395.4,0.00,395.4,0.00
SP1.408NO_thin040,SP ,1.4,8,NO_thin, 40-45,7.74,2.13,9.88,49.4,444.8,0.00,444.8,0.00
SP1.408NO_thin045,SP ,1.4,8,NO_thin, 45-50,8.51,1.07,9.58,47.9,492.7,0.00,492.7,0.00
SP1.408NO_thin050,SP ,1.4,8,NO_thin, 50-55,8.67,0.76,9.42,47.1,539.8,0.00,539.8,0.00
SP1.408NO_thin055,SP ,1.4,8,NO_thin, 55-60,8.61,-0.08,8.53,42.7,582.4,0.00,582.4,0.00
SP1.408NO_thin060,SP ,1.4,8,NO_thin, 60-65,8.23,-0.26,7.98,39.9,622.3,0.00,622.3,0.00
SP1.408NO_thin065,SP ,1.4,8,NO_thin, 65-70,7.47,-0.39,7.08,35.4,657.7,0.00,657.7,0.00
SP1.408NO_thin070,SP ,1.4,8,NO_thin, 70-75,6.79,-0.55,6.24,31.2,688.9,0.00,688.9,0.00
SP1.408NO_thin075,SP ,1.4,8,NO_thin, 75-80,5.82,-0.82,5.00,25.0,713.9,0.00,713.9,0.00
SP1.408NO_thin080,SP ,1.4,8,NO_thin, 80-85,5.02,-0.84,4.18,20.9,734.8,0.00,734.8,0.00
SP1.408NO_thin085,SP ,1.4,8,NO_thin, 85-90,4.40,-0.35,4.05,20.3,755.1,0.00,755.1,0.00
SP1.408NO_thin090,SP ,1.4,8,NO_thin, 90-95,3.87,-0.59,3.28,16.4,771.5,0.00,771.5,0.00
SP1.408NO_thin095,SP ,1.4,8,NO_thin, 95-100,3.38,-0.70,2.68,13.4,784.9,0.00,784.9,0.00
SP1.408NO_thin100,SP ,1.4,8,NO_thin,100-105,2.75,-0.26,2.49,12.5,797.3,0.00,797.3,0.00
SP1.408NO_thin105,SP ,1.4,8,NO_thin,105-110,2.34,-0.68,1.67,8.4,805.7,0.00,805.7,0.00
SP1.408NO_thin110,SP ,1.4,8,NO_thin,110-115,2.00,-0.23,1.77,8.9,814.5,0.00,814.5,0.00
SP1.408NO_thin115,SP ,1.4,8,NO_thin,115-120,1.77,-0.37,1.40,7.0,821.5,0.00,821.5,0.00
SP1.408NO_thin120,SP ,1.4,8,NO_thin,120-125,1.49,-0.51,0.98,4.9,826.4,0.00,826.4,0.00
SP1.408NO_thin125,SP ,1.4,8,NO_thin,125-130,1.27,-0.42,0.85,4.2,830.7,0.00,830.7,0.00
SP1.408NO_thin130,SP ,1.4,8,NO_thin,130-135,1.07,-0.36,0.71,3.5,834.2,0.00,834.2,0.00
SP1.408NO_thin135,SP ,1.4,8,NO_thin,135-140,0.92,-0.26,0.66,3.3,837.5,0.00,837.5,0.00
SP1.408NO_thin140,SP ,1.4,8,NO_thin,140-145,0.72,-0.19,0.52,2.6,840.1,0.00,840.1,0.00
SP1.408NO_thin145,SP ,1.4,8,NO_thin,145-150,0.68,-0.05,0.63,3.1,843.3,0.00,843.3,0.00
SP1.408NO_thin150,SP ,1.4,8,NO_thin,150-155,0.60,-0.15,0.45,2.3,845.5,0.00,845.5,0.00
SP1.408NO_thin155,SP ,1.4,8,NO_thin,155-160,0.53,0.16,0.69,3.4,849.0,0.00,849.0,0.00
SP1.408NO_thin160,SP ,1.4,8,NO_thin,160-165,0.48,-0.17,0.30,1.5,850.5,0.00,850.5,0.00
SP1.408NO_thin165,SP ,1.4,8,NO_thin,165-170,0.38,-0.18,0.20,1.0,851.5,0.00,851.5,0.00
SP1.408NO_thin170,SP ,1.4,8,NO_thin,170-175,0.34,-0.15,0.19,0.9,852.4,0.00,852.4,0.00
SP1.408NO_thin175,SP ,1.4,8,NO_thin,175-180,0.28,-0.13,0.15,0.8,853.2,0.00,853.2,0.00
SP1.408NO_thin180,SP ,1.4,8,NO_thin,180-185,0.27,-0.07,0.19,1.0,854.1,0.00,854.1,0.00
SP1.408NO_thin185,SP ,1.4,8,NO_thin,185-190,0.21,-0.05,0.16,0.8,855.0,0.00,855.0,0.00
SP1.408NO_thin190,SP ,1.4,8,NO_thin,190-195,0.19,-0.04,0.15,0.8,855.7,0.00,855.7,0.00
SP1.408NO_thin195,SP ,1.4,8,NO_thin,195-200,0.15,-0.03,0.12,0.6,856.3,0.00,856.3,0.00
SP1.408Thinned000,SP ,1.4,8,Thinned,  0-5,0.22,0.19,0.42,2.1,2.1,0.00,2.1,0.00
SP1.408Thinned005,SP ,1.4,8,Thinned,  5-10,0.68,0.24,0.92,4.6,6.7,0.00,6.7,0.00
SP1.408Thinned010,SP ,1.4,8,Thinned, 10-15,2.08,0.24,2.32,11.6,18.3,0.00,18.3,0.00
SP1.408Thinned015,SP ,1.4,8,Thinned, 15-20,6.36,0.24,6.59,33.0,51.3,0.00,51.3,0.00
SP1.408Thinned020,SP ,1.4,8,Thinned, 20-25,18.93,0.33,19.26,96.3,147.6,0.00,147.6,0.00
SP1.408Thinned025,SP ,1.4,8,Thinned, 25-30,5.38,6.68,12.06,60.3,207.9,-0.19,207.7,11.11
SP1.408Thinned030,SP ,1.4,8,Thinned, 30-35,0.79,-0.48,0.32,1.6,209.5,-0.34,209.1,8.40
SP1.408Thinned035,SP ,1.4,8,Thinned, 35-40,4.66,3.94,8.60,43.0,252.5,-0.65,251.8,2.25
SP1.408Thinned040,SP ,1.4,8,Thinned, 40-45,6.04,0.40,6.44,32.2,284.6,-1.17,283.5,3.76
SP1.408Thinned045,SP ,1.4,8,Thinned, 45-50,5.93,-0.39,5.54,27.7,312.4,-1.70,310.7,3.84
SP1.408Thinned050,SP ,1.4,8,Thinned, 50-55,6.24,-0.87,5.37,26.9,339.2,-2.24,337.0,3.91
SP1.408Thinned055,SP ,1.4,8,Thinned, 55-60,5.81,-1.09,4.72,23.6,362.8,-2.79,360.0,3.99
SP1.408Thinned060,SP ,1.4,8,Thinned, 60-65,5.22,-0.91,4.31,21.6,384.3,-3.36,381.0,4.09
SP1.408Thinned065,SP ,1.4,8,Thinned, 65-70,4.83,-0.86,3.97,19.8,404.2,-3.95,400.2,4.30
SP1.408Thinned070,SP ,1.4,8,Thinned, 70-75,4.19,-0.56,3.63,18.1,422.3,-4.45,417.9,3.62
SP1.408Thinned075,SP ,1.4,8,Thinned, 75-80,3.05,-0.39,2.66,13.3,435.6,-4.88,430.8,3.12
SP1.408Thinned080,SP ,1.4,8,Thinned, 80-85,3.38,-0.64,2.74,13.7,449.3,-5.27,444.1,2.79
SP1.408Thinned085,SP ,1.4,8,Thinned, 85-90,3.06,-0.58,2.48,12.4,461.7,-5.60,456.1,2.34
SP1.408Thinned090,SP ,1.4,8,Thinned, 90-95,3.08,-0.51,2.56,12.8,474.5,-5.86,468.7,1.93
SP1.408Thinned095,SP ,1.4,8,Thinned, 95-100,2.79,-0.48,2.30,11.5,486.1,-6.07,480.0,1.53
SP1.408Thinned100,SP ,1.4,8,Thinned,100-105,2.08,-0.41,1.67,8.3,494.4,-6.24,488.1,1.21
SP1.408Thinned105,SP ,1.4,8,Thinned,105-110,1.82,-0.33,1.48,7.4,501.8,-6.37,495.4,0.97
SP1.408Thinned110,SP ,1.4,8,Thinned,110-115,1.75,-0.27,1.48,7.4,509.2,-6.48,502.7,0.77
SP1.408Thinned115,SP ,1.4,8,Thinned,115-120,1.60,-0.21,1.39,7.0,516.2,-6.56,509.6,0.61
SP1.408Thinned120,SP ,1.4,8,Thinned,120-125,1.43,-0.16,1.27,6.3,522.5,-6.63,515.9,0.48
SP1.408Thinned125,SP ,1.4,8,Thinned,125-130,1.39,-0.12,1.27,6.4,528.8,-6.68,522.2,0.38
SP1.408Thinned130,SP ,1.4,8,Thinned,130-135,1.20,-0.09,1.11,5.6,534.4,-6.72,527.7,0.30
SP1.408Thinned135,SP ,1.4,8,Thinned,135-140,1.09,-0.07,1.03,5.1,539.5,-6.76,532.8,0.24
SP1.408Thinned140,SP ,1.4,8,Thinned,140-145,0.97,-0.05,0.92,4.6,544.1,-6.78,537.4,0.19
SP1.408Thinned145,SP ,1.4,8,Thinned,145-150,0.82,-0.04,0.79,3.9,548.1,-6.81,541.3,0.15
SP1.408Thinned150,SP ,1.4,8,Thinned,150-155,0.93,-0.09,0.84,4.2,552.3,-6.81,545.4,0.00
SP1.408Thinned155,SP ,1.4,8,Thinned,155-160,0.80,-0.04,0.76,3.8,556.0,-6.81,549.2,0.00
SP1.408Thinned160,SP ,1.4,8,Thinned,160-165,0.69,-0.01,0.68,3.4,559.4,-6.81,552.6,0.00
SP1.408Thinned165,SP ,1.4,8,Thinned,165-170,0.58,0.00,0.58,2.9,562.3,-6.81,555.5,0.00
SP1.408Thinned170,SP ,1.4,8,Thinned,170-175,0.49,0.01,0.50,2.5,564.8,-6.81,558.0,0.00
SP1.408Thinned175,SP ,1.4,8,Thinned,175-180,0.42,0.01,0.42,2.1,566.9,-6.81,560.1,0.00
SP1.408Thinned180,SP ,1.4,8,Thinned,180-185,0.32,0.01,0.33,1.6,568.6,-6.81,561.8,0.00
SP1.408Thinned185,SP ,1.4,8,Thinned,185-190,0.37,0.01,0.38,1.9,570.5,-6.81,563.6,0.00
SP1.408Thinned190,SP ,1.4,8,Thinned,190-195,0.27,0.01,0.28,1.4,571.8,-6.81,565.0,0.00
SP1.408Thinned195,SP ,1.4,8,Thinned,195-200,0.23,0.00,0.24,1.2,573.0,-6.81,566.2,0.00
SP1.410NO_thin000,SP ,1.4,10,NO_thin,  0-5,0.56,0.23,0.80,4.0,4.0,0.00,4.0,0.00
SP1.410NO_thin005,SP ,1.4,10,NO_thin,  5-10,1.72,0.29,2.01,10.1,14.0,0.00,14.0,0.00
